explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_min,energy_dance_ratio,loudness_norm,tempo_bin,track_genre_encoded,is_hit
-0.0016746884952590347,-0.006012830224412589,-0.012649551633442639,-0.004144021396347782,-0.03680598754873315,0.0006902547154906917,0.003105723171001253,0.004996356728534008,-0.0020144739381710393,-0.03569586517891786,-0.03834408142985502,-0.0065230697018607625,-0.023958521276750758,0.0045861381938714,-0.05364143376399556,-0.014127864865051657,-0.0005763217901011753,-0.026706770198168386,0
-0.0041891572713995216,-0.01710670695175604,0.02827207854802298,0.0026024744485431033,-0.055198501452524903,0.0030963421687724446,0.015548010525487295,0.027774419783614005,-0.009593116028050791,0.010516321309769415,-0.036308965084040565,0.010898231896893635,0.00590074349946147,0.01514560172219857,0.00784162934633059,-0.011205728653792626,0.0002312006962725146,-0.172737126953062,0
-0.003781976757499463,0.023094404067803866,-0.08508291881477187,-0.005890822513599865,0.014361057141056954,0.002956315101854178,-0.0029159742887825903,0.010112438290044127,-0.028492425680608273,0.00643270022616399,0.009906289931963186,-0.020342309029074388,0.0017467938980553245,0.02334277607095338,-0.01744084898557048,0.0034239664561867464,-0.00047311290870241755,-0.11630232533229552,0
-0.005284849846592317,0.019138167033579522,-0.07624137438465438,-0.008048911496751734,0.0375131735816411,-0.003203907519208982,-0.029867807660865293,0.028153392572158518,-0.01580620701081128,-0.0018855881225625498,-0.02891864228888433,0.019820419268167966,0.0060425040862509645,0.0375615911549987,-0.004800798246159011,0.02869568714547662,0.0031987488936647407,0.03104762675810118,0
-0.004256049207268423,-0.00163177089568098,-0.009571526557086214,-0.01794275904187929,0.023369348537235053,-0.0038164527804082585,-0.17308761429272293,-0.03329217101649612,-0.000767665639667453,-0.00013385203262609454,0.0029512461372416046,0.005424913837567566,0.004326626333260293,0.01757037267308848,1.3957083266667138e-05,0.0068406632754662335,0.0003390009809439885,-0.02221872658048457,0
-0.005299762108434853,0.02361639546237151,0.07191307681183388,0.006693428596492872,0.009344735415663585,0.002945982521968499,0.025058174787219074,0.026145422945510997,0.021785807870098952,0.016633779384406248,0.0015571991942572166,-0.018684160503040538,0.001505803341547457,-0.009150768510052542,-0.015883961918566808,0.006370448418646658,-0.0031281629918185725,0.07824261041192446,0
-0.004354863116123641,0.000665988475935031,0.002991393921222949,-0.004302365183376914,-0.02406077258211623,-0.0003298919458421361,0.000440613590600638,-0.06883137947402879,-0.0015782912736064586,-0.0006315814136905863,0.007588459352851854,0.011045347823422237,0.0024398806473786483,0.0007992864188138114,0.013520896925323399,-0.009114340904847125,-0.0001050244201402306,-0.16563661879858188,0
-0.004254288368930042,-0.018898617218205453,0.034637804968730895,0.0052841831447809585,-0.062444703560801056,0.009382001949024223,0.004681511626222348,0.03306074510623988,-0.01265279068918901,-0.0006350105103662796,-0.033992667176491805,0.010585571008181992,0.0071323286663951355,0.0012781010935969512,-0.0007415791513561196,-0.018998804604069358,7.501446338629873e-05,-0.014640644893336056,0
-0.003390673808999753,0.0006400775273784973,-0.017160354692335275,0.0020822330418601405,0.0029498662569956324,-0.0025312572493567114,0.0036338911086036523,0.007665421670994516,0.0022350834802203345,-0.024826024845343245,-0.00801022457417275,0.0016419895801020432,-0.015434033335918342,-0.10000030574422383,-0.023124276407958798,0.002787698854565227,0.0005872398204071686,-0.07846170737944841,0
-0.003052415234538222,0.017235520817729808,-0.014699017485959646,0.001015733788050192,0.04066224294745972,-0.0036656198170329298,0.005134305682639447,0.10273857672941698,-0.022841514504980294,-0.0013484625430926671,0.05141389448381793,0.05516177319215226,0.0022798975495550945,0.07789875858346093,0.017507526773214734,0.022442254926613368,0.0023155253747021453,0.04129803910781657,1
-0.006512894831024688,0.022534899802681474,0.0396231497417522,0.00200785401608021,0.06028293410110142,-0.007166847808005581,-0.023353047783949973,0.021584696616314777,0.0010919970807467187,0.05029004268978427,0.002326888675698476,0.02313705669798834,0.006465234155005482,0.029265586828170438,0.020011629368606156,0.023562228115311317,-0.00048412352275380047,0.12755929727956894,1
